"*05ybv*","2B","Jackson Holliday",6,21,2026
"*031t0*","2B","Gleyber Torres",8,3,2026
"*05144*","SP","Hunter Brown",5,22,2027
"*0425t*","P","Bailey Ober",7,7,2025,true
"*03btv*","P","Sandy Alcantara",10,22,2027
"*0513l*","OF","Brenton Doyle",4,22,2025,true
"*025dn*","OF","Christian Yelich",1,3,2025
"*05184*","CI","Vinnie Pasquantino",2,5,2025
"*05m1e*","OF","Jackson Chourio",3,0,2027
"*05gsc*","MI","Jordan Westburg",10,19,2025
